downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-000225,MCH-002,2025-04-30,Planned Maintenance,2.07,52.68,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000226,MCH-002,2024-02-26,Planned Maintenance,0.51,13.08,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000227,MCH-002,2025-09-02,Planned Maintenance,4.43,112.91,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000228,MCH-002,2025-12-29,Planned Maintenance,1.43,36.49,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000229,MCH-002,2025-12-02,Planned Maintenance,2.38,60.59,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000230,MCH-002,2025-01-01,Planned Maintenance,1.36,34.76,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000231,MCH-002,2024-02-21,Planned Maintenance,2.61,66.43,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000232,MCH-002,2025-11-14,Planned Maintenance,3.47,88.47,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000233,MCH-002,2024-04-05,Planned Maintenance,1.88,47.84,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000234,MCH-002,2024-04-10,Unplanned Breakdown,6.06,710.1,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000235,MCH-002,2025-06-18,Unplanned Breakdown,0.34,167.85,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000236,MCH-002,2024-04-24,Unplanned Breakdown,4.71,496.27,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000237,MCH-002,2024-02-01,Unplanned Breakdown,3.43,264.99,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000238,MCH-002,2025-01-16,Unplanned Breakdown,7.79,508.41,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000239,MCH-002,2025-07-15,Unplanned Breakdown,2.93,314.23,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000240,MCH-002,2024-10-09,Unplanned Breakdown,4.67,539.78,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000241,MCH-002,2025-04-17,Unplanned Breakdown,5.67,449.27,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000242,MCH-002,2025-04-22,Unplanned Breakdown,6.62,726.04,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000243,MCH-002,2024-01-25,Unplanned Breakdown,3.58,227.96,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000244,MCH-002,2025-03-03,Unplanned Breakdown,3.63,552.2,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000245,MCH-002,2024-12-02,Tooling Change,0.65,16.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000246,MCH-002,2024-11-28,Tooling Change,0.5,12.73,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000247,MCH-002,2025-10-15,Tooling Change,0.86,22.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000248,MCH-002,2025-04-11,Tooling Change,0.51,13.08,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000249,MCH-002,2025-05-05,Tooling Change,0.76,19.28,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000250,MCH-002,2024-11-20,Tooling Change,0.7,17.9,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000251,MCH-002,2025-02-13,Tooling Change,0.86,22.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000252,MCH-002,2025-07-03,Tooling Change,0.58,14.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000253,MCH-002,2025-12-02,Tooling Change,0.77,19.62,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000254,MCH-002,2024-11-13,Tooling Change,0.63,16.17,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000255,MCH-002,2024-10-15,Tooling Change,0.5,12.73,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000256,MCH-002,2025-07-08,Tooling Change,0.88,22.37,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000257,MCH-002,2025-12-16,Tooling Change,0.86,22.03,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000258,MCH-002,2025-05-14,Tooling Change,0.78,19.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000259,MCH-002,2024-10-18,Tooling Change,0.9,23.07,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000260,MCH-002,2025-01-06,Tooling Change,0.8,20.3,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000261,MCH-002,2025-08-06,Tooling Change,1.2,30.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000262,MCH-002,2024-01-23,Tooling Change,0.78,19.97,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000263,MCH-002,2025-10-07,Tooling Change,0.76,19.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000264,MCH-002,2025-07-11,Tooling Change,0.66,16.86,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000265,MCH-002,2025-02-18,Tooling Change,0.62,15.84,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000266,MCH-002,2024-06-20,Tooling Change,0.68,17.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000267,MCH-002,2025-03-13,Tooling Change,0.78,19.97,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000268,MCH-002,2025-12-11,Tooling Change,0.49,12.39,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000269,MCH-002,2025-04-02,Tooling Change,0.62,15.84,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000270,MCH-002,2025-01-31,Tooling Change,0.69,17.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000271,MCH-002,2024-04-01,Tooling Change,0.46,11.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000272,MCH-002,2025-09-25,Tooling Change,0.77,19.62,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000273,MCH-002,2024-08-12,Tooling Change,0.36,9.3,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000274,MCH-002,2025-01-06,Tooling Change,0.65,16.52,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000275,MCH-002,2025-08-18,Tooling Change,0.47,12.04,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000276,MCH-002,2025-05-20,Tooling Change,0.73,18.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000277,MCH-002,2024-04-19,Tooling Change,0.58,14.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000278,MCH-002,2025-10-29,Tooling Change,0.9,23.07,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000279,MCH-002,2025-01-15,Tooling Change,0.62,15.84,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000280,MCH-002,2024-10-10,Tooling Change,0.7,17.9,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000281,MCH-002,2025-05-28,Tooling Change,0.46,11.7,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000282,MCH-002,2024-01-18,Tooling Change,0.47,12.04,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000283,MCH-002,2025-10-31,Tooling Change,0.42,10.68,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000284,MCH-002,2024-11-14,Tooling Change,0.76,19.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000285,MCH-002,2024-12-16,Tooling Change,0.61,15.48,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000286,MCH-002,2024-07-10,Tooling Change,0.62,15.84,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000287,MCH-002,2025-12-01,Tooling Change,0.86,22.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000288,MCH-002,2024-05-27,Tooling Change,0.9,23.07,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000289,MCH-002,2025-01-14,Tooling Change,0.53,13.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000290,MCH-002,2024-12-03,Tooling Change,0.45,11.35,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000291,MCH-002,2025-04-16,Tooling Change,0.85,21.68,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000292,MCH-002,2024-03-19,Tooling Change,0.66,16.86,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000293,MCH-002,2025-01-09,Tooling Change,0.88,22.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000294,MCH-002,2025-06-03,Tooling Change,0.89,22.72,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000295,MCH-002,2024-06-14,Tooling Change,0.69,17.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000296,MCH-002,2024-08-16,Tooling Change,0.78,19.97,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000297,MCH-002,2024-07-29,Tooling Change,0.55,14.12,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000298,MCH-002,2024-05-03,Tooling Change,0.9,23.07,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000299,MCH-002,2024-07-09,Tooling Change,0.57,14.46,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000300,MCH-002,2024-08-05,Tooling Change,0.42,10.68,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000301,MCH-002,2024-09-02,Tooling Change,1.19,30.29,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000302,MCH-002,2025-10-30,Tooling Change,0.92,23.41,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000303,MCH-002,2025-03-20,Tooling Change,0.76,19.28,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000304,MCH-002,2025-01-23,Tooling Change,1.3,33.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000305,MCH-002,2024-07-16,Tooling Change,0.59,15.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000306,MCH-002,2024-07-12,Tooling Change,0.63,16.17,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000307,MCH-002,2024-03-11,Tooling Change,0.73,18.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000308,MCH-002,2025-05-08,Tooling Change,0.59,15.15,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000309,MCH-002,2024-03-12,Tooling Change,0.65,16.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000310,MCH-002,2024-08-22,Tooling Change,0.63,16.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000311,MCH-002,2025-09-23,Tooling Change,0.68,17.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000312,MCH-002,2024-11-21,Tooling Change,0.61,15.48,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000313,MCH-002,2025-03-11,Tooling Change,1.04,26.51,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000314,MCH-002,2025-12-10,Tooling Change,0.62,15.84,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000315,MCH-002,2025-04-02,Tooling Change,0.69,17.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000316,MCH-002,2024-04-03,Tooling Change,0.78,19.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000317,MCH-002,2024-07-23,Tooling Change,0.63,16.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000318,MCH-002,2025-11-07,Tooling Change,0.55,14.12,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000319,MCH-002,2024-01-17,Tooling Change,0.55,14.12,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000320,MCH-002,2025-03-05,Tooling Change,0.46,11.7,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000321,MCH-002,2024-04-15,Tooling Change,0.96,24.44,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000322,MCH-002,2025-01-14,Tooling Change,0.49,12.39,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000323,MCH-002,2025-09-12,Tooling Change,0.57,14.46,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000324,MCH-002,2024-03-20,Tooling Change,0.66,16.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000325,MCH-002,2025-02-26,Tooling Change,0.62,15.84,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000326,MCH-002,2024-12-17,Tooling Change,0.63,16.17,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000327,MCH-002,2024-10-07,Tooling Change,0.65,16.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000328,MCH-002,2024-08-09,Tooling Change,0.65,16.52,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000329,MCH-002,2024-08-15,Tooling Change,0.8,20.3,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000330,MCH-002,2024-03-06,Tooling Change,0.76,19.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000331,MCH-002,2025-03-14,Tooling Change,0.78,19.97,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000332,MCH-002,2025-06-10,Tooling Change,0.55,14.12,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000333,MCH-002,2024-08-20,Tooling Change,0.76,19.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000334,MCH-002,2024-02-27,Tooling Change,1.13,28.92,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000335,MCH-002,2025-02-27,Tooling Change,0.81,20.66,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000336,MCH-002,2024-11-13,Tooling Change,0.45,11.35,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000337,MCH-002,2024-05-17,Tooling Change,0.63,16.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000338,MCH-002,2025-07-21,Tooling Change,0.72,18.25,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000339,MCH-002,2025-12-19,Tooling Change,1.05,26.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000340,MCH-002,2025-04-02,Tooling Change,0.58,14.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000341,MCH-002,2025-01-21,Tooling Change,0.55,14.12,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000342,MCH-002,2025-05-06,Tooling Change,0.74,18.94,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000343,MCH-002,2025-10-17,Tooling Change,0.57,14.46,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000344,MCH-002,2025-12-17,Tooling Change,0.54,13.77,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000345,MCH-002,2025-03-20,Tooling Change,0.72,18.25,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000346,MCH-002,2025-08-18,Material Shortage,4.35,110.85,Night (10PM-6AM),False,Waiting for material delivery
DT-000347,MCH-002,2025-02-03,Material Shortage,6.97,177.63,Night (10PM-6AM),False,Waiting for material delivery
DT-000348,MCH-002,2025-02-07,Material Shortage,5.67,144.58,Morning (6AM-2PM),False,Waiting for material delivery
DT-000349,MCH-002,2025-08-14,Material Shortage,4.85,123.58,Morning (6AM-2PM),False,Waiting for material delivery
DT-000350,MCH-002,2025-08-19,Material Shortage,6.55,166.95,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000351,MCH-002,2025-05-30,Material Shortage,7.09,180.74,Night (10PM-6AM),False,Waiting for material delivery
DT-000352,MCH-002,2025-10-10,Quality Hold,3.05,77.8,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000353,MCH-002,2024-09-09,Quality Hold,1.92,48.88,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000354,MCH-002,2024-08-16,Quality Hold,2.42,61.63,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000355,MCH-002,2024-04-29,Quality Hold,1.89,48.2,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000356,MCH-002,2025-06-27,Quality Hold,1.44,36.84,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000357,MCH-002,2025-05-21,Quality Hold,2.38,60.59,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000358,MCH-002,2025-11-10,Quality Hold,1.42,36.14,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000359,MCH-002,2025-03-25,Quality Hold,1.97,50.26,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000360,MCH-002,2024-01-16,Quality Hold,1.32,33.74,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000361,MCH-002,2025-09-25,Quality Hold,1.3,33.05,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000362,MCH-002,2025-12-24,Quality Hold,2.11,53.7,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000363,MCH-002,2025-06-17,Quality Hold,1.43,36.49,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000364,MCH-002,2025-03-14,Quality Hold,3.02,77.11,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000365,MCH-002,2025-11-03,Quality Hold,2.23,56.79,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000366,MCH-002,2025-04-23,Calibration,1.42,36.14,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000367,MCH-002,2025-02-27,Calibration,1.03,26.16,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000368,MCH-002,2024-01-05,Calibration,1.13,28.92,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000369,MCH-002,2025-09-17,Calibration,2.08,53.01,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000370,MCH-002,2024-12-16,Calibration,1.36,34.76,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000371,MCH-002,2024-08-29,Calibration,1.82,46.48,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000372,MCH-002,2024-07-15,Calibration,1.94,49.57,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000373,MCH-002,2025-05-14,Calibration,1.26,32.01,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000374,MCH-002,2024-12-02,Calibration,1.31,33.39,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000375,MCH-002,2024-02-27,Calibration,1.23,31.33,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000376,MCH-002,2024-07-09,Calibration,0.72,18.25,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000377,MCH-002,2025-02-20,Calibration,1.84,46.82,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000378,MCH-002,2024-07-26,Calibration,1.93,49.22,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000379,MCH-002,2025-11-11,Calibration,1.4,35.8,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000380,MCH-002,2024-02-13,Calibration,1.73,44.06,Night (10PM-6AM),True,Periodic calibration per quality standard
