quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-000178,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Alignment Error,Minor,Rework,116.37,Process Drift,False
QE-000179,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Tool Wear Damage,Minor,Use As-Is,0.0,Operator Error,True
QE-000180,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Tool Wear Damage,Critical,Rework,37.99,Machine Calibration,True
QE-000181,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Surface Finish Defect,Minor,Rework,22.45,Environmental,True
QE-000182,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Crack/Fracture,Major,Rework,79.44,Tool Wear,True
QE-000183,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Dimensional Out-of-Spec,Minor,Rework,54.48,Operator Error,False
QE-000184,PRD-RUN-000125,JOB-00031,PRD-006,MCH-010,OPR-004,2024-11-26,Tool Wear Damage,Critical,Scrap,17.14,Operator Error,False
QE-000185,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Contamination,Critical,Rework,111.07,Operator Error,False
QE-000186,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Alignment Error,Critical,Rework,98.48,Operator Error,False
QE-000187,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Contamination,Minor,Rework,28.51,Tool Wear,True
QE-000188,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Crack/Fracture,Minor,Rework,84.1,Machine Calibration,True
QE-000189,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Surface Finish Defect,Major,Rework,24.68,Environmental,True
QE-000190,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Assembly Error,Minor,Rework,17.65,Operator Error,False
QE-000191,PRD-RUN-000126,JOB-00031,PRD-006,MCH-012,OPR-012,2024-11-27,Alignment Error,Major,Rework,35.7,Machine Calibration,True
QE-000192,PRD-RUN-000127,JOB-00031,PRD-006,MCH-018,OPR-013,2024-11-28,Assembly Error,Minor,Rework,66.92,Environmental,True
QE-000193,PRD-RUN-000127,JOB-00031,PRD-006,MCH-018,OPR-013,2024-11-28,Crack/Fracture,Major,Scrap,13.06,Machine Calibration,True
QE-000194,PRD-RUN-000127,JOB-00031,PRD-006,MCH-018,OPR-013,2024-11-28,Alignment Error,Minor,Rework,96.48,Process Drift,False
QE-000195,PRD-RUN-000127,JOB-00031,PRD-006,MCH-018,OPR-013,2024-11-28,Dimensional Out-of-Spec,Major,Rework,69.96,Operator Error,False
QE-000196,PRD-RUN-000127,JOB-00031,PRD-006,MCH-018,OPR-013,2024-11-28,Material Defect,Minor,Rework,42.74,Operator Error,False
QE-000197,PRD-RUN-000128,JOB-00032,PRD-001,MCH-004,OPR-004,2024-03-25,Dimensional Out-of-Spec,Major,Scrap,25.64,Material Variation,True
QE-000198,PRD-RUN-000129,JOB-00032,PRD-001,MCH-009,OPR-014,2024-03-25,Material Defect,Major,Rework,74.82,Material Variation,False
QE-000199,PRD-RUN-000129,JOB-00032,PRD-001,MCH-009,OPR-014,2024-03-25,Assembly Error,Minor,Use As-Is,0.0,Process Drift,False
QE-000200,PRD-RUN-000130,JOB-00032,PRD-001,MCH-012,OPR-005,2024-03-25,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Material Variation,True
QE-000201,PRD-RUN-000130,JOB-00032,PRD-001,MCH-012,OPR-005,2024-03-25,Surface Finish Defect,Minor,Rework,85.86,Material Variation,False
QE-000202,PRD-RUN-000131,JOB-00032,PRD-001,MCH-017,OPR-010,2024-03-25,Contamination,Major,Scrap,27.29,Environmental,False
QE-000203,PRD-RUN-000131,JOB-00032,PRD-001,MCH-017,OPR-010,2024-03-25,Alignment Error,Minor,Rework,81.34,Machine Calibration,True
QE-000204,PRD-RUN-000132,JOB-00033,PRD-002,MCH-006,OPR-004,2025-04-17,Tool Wear Damage,Minor,Scrap,57.67,Environmental,False
QE-000205,PRD-RUN-000133,JOB-00033,PRD-002,MCH-012,OPR-001,2025-04-17,Material Defect,Minor,Rework,40.43,Environmental,True
QE-000206,PRD-RUN-000134,JOB-00033,PRD-002,MCH-015,OPR-002,2025-04-17,Material Defect,Major,Rework,101.04,Material Variation,False
QE-000207,PRD-RUN-000135,JOB-00033,PRD-002,MCH-018,OPR-002,2025-04-17,Crack/Fracture,Minor,Rework,114.79,Tool Wear,True
QE-000208,PRD-RUN-000136,JOB-00034,PRD-004,MCH-006,OPR-005,2025-11-26,Material Defect,Major,Rework,113.33,Operator Error,False
QE-000209,PRD-RUN-000136,JOB-00034,PRD-004,MCH-006,OPR-005,2025-11-26,Tool Wear Damage,Critical,Scrap,15.98,Operator Error,False
QE-000210,PRD-RUN-000136,JOB-00034,PRD-004,MCH-006,OPR-005,2025-11-26,Dimensional Out-of-Spec,Minor,Rework,20.14,Environmental,False
QE-000211,PRD-RUN-000136,JOB-00034,PRD-004,MCH-006,OPR-005,2025-11-26,Dimensional Out-of-Spec,Minor,Rework,91.29,Operator Error,True
QE-000212,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Surface Finish Defect,Major,Rework,55.11,Operator Error,False
QE-000213,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Material Defect,Minor,Rework,33.66,Process Drift,True
QE-000214,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Dimensional Out-of-Spec,Minor,Rework,61.94,Material Variation,True
QE-000215,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Surface Finish Defect,Minor,Rework,71.98,Material Variation,True
QE-000216,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Assembly Error,Minor,Rework,31.99,Material Variation,False
QE-000217,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Crack/Fracture,Minor,Rework,18.97,Machine Calibration,True
QE-000218,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Alignment Error,Minor,Rework,97.09,Machine Calibration,False
QE-000219,PRD-RUN-000137,JOB-00034,PRD-004,MCH-012,OPR-015,2025-11-27,Alignment Error,Major,Scrap,20.39,Machine Calibration,False
QE-000220,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Alignment Error,Minor,Rework,40.66,Process Drift,False
QE-000221,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Alignment Error,Critical,Scrap,27.37,Material Variation,True
QE-000222,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Surface Finish Defect,Major,Rework,94.7,Machine Calibration,True
QE-000223,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Tool Wear Damage,Minor,Rework,57.28,Tool Wear,True
QE-000224,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Alignment Error,Major,Use As-Is,0.0,Operator Error,False
QE-000225,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Crack/Fracture,Minor,Use As-Is,0.0,Environmental,True
QE-000226,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Alignment Error,Major,Rework,43.65,Tool Wear,True
QE-000227,PRD-RUN-000138,JOB-00034,PRD-004,MCH-018,OPR-001,2025-11-28,Surface Finish Defect,Major,Scrap,24.21,Material Variation,False
QE-000228,PRD-RUN-000139,JOB-00035,PRD-003,MCH-002,OPR-012,2025-11-07,Alignment Error,Minor,Rework,91.06,Operator Error,True
QE-000229,PRD-RUN-000139,JOB-00035,PRD-003,MCH-002,OPR-012,2025-11-07,Material Defect,Major,Rework,107.82,Machine Calibration,False
QE-000230,PRD-RUN-000139,JOB-00035,PRD-003,MCH-002,OPR-012,2025-11-07,Crack/Fracture,Major,Scrap,19.25,Operator Error,True
QE-000231,PRD-RUN-000140,JOB-00035,PRD-003,MCH-010,OPR-007,2025-11-07,Material Defect,Minor,Rework,81.11,Material Variation,True
QE-000232,PRD-RUN-000140,JOB-00035,PRD-003,MCH-010,OPR-007,2025-11-07,Assembly Error,Minor,Rework,44.58,Operator Error,True
QE-000233,PRD-RUN-000141,JOB-00035,PRD-003,MCH-006,OPR-013,2025-11-08,Tool Wear Damage,Major,Scrap,37.52,Material Variation,True
QE-000234,PRD-RUN-000141,JOB-00035,PRD-003,MCH-006,OPR-013,2025-11-08,Assembly Error,Major,Rework,17.61,Machine Calibration,True
QE-000235,PRD-RUN-000141,JOB-00035,PRD-003,MCH-006,OPR-013,2025-11-08,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Process Drift,False
QE-000236,PRD-RUN-000142,JOB-00035,PRD-003,MCH-017,OPR-006,2025-11-08,Surface Finish Defect,Minor,Rework,66.18,Process Drift,True
QE-000237,PRD-RUN-000142,JOB-00035,PRD-003,MCH-017,OPR-006,2025-11-08,Material Defect,Minor,Use As-Is,0.0,Material Variation,False
QE-000238,PRD-RUN-000142,JOB-00035,PRD-003,MCH-017,OPR-006,2025-11-08,Dimensional Out-of-Spec,Major,Scrap,32.51,Environmental,True
QE-000239,PRD-RUN-000143,JOB-00036,PRD-008,MCH-002,OPR-012,2024-09-27,Tool Wear Damage,Minor,Use As-Is,0.0,Tool Wear,True
QE-000240,PRD-RUN-000143,JOB-00036,PRD-008,MCH-002,OPR-012,2024-09-27,Material Defect,Major,Scrap,10.51,Material Variation,False
QE-000241,PRD-RUN-000144,JOB-00036,PRD-008,MCH-010,OPR-011,2024-09-27,Surface Finish Defect,Minor,Rework,81.47,Tool Wear,True
QE-000242,PRD-RUN-000144,JOB-00036,PRD-008,MCH-010,OPR-011,2024-09-27,Assembly Error,Major,Scrap,8.83,Material Variation,False
QE-000243,PRD-RUN-000145,JOB-00036,PRD-008,MCH-016,OPR-005,2024-09-27,Contamination,Minor,Rework,110.49,Environmental,True
QE-000244,PRD-RUN-000145,JOB-00036,PRD-008,MCH-016,OPR-005,2024-09-27,Contamination,Major,Rework,75.56,Tool Wear,True
QE-000245,PRD-RUN-000146,JOB-00036,PRD-008,MCH-018,OPR-010,2024-09-28,Material Defect,Minor,Rework,69.73,Tool Wear,True
QE-000246,PRD-RUN-000146,JOB-00036,PRD-008,MCH-018,OPR-010,2024-09-28,Surface Finish Defect,Minor,Rework,105.0,Environmental,True
QE-000247,PRD-RUN-000147,JOB-00037,PRD-002,MCH-006,OPR-003,2025-05-21,Dimensional Out-of-Spec,Minor,Scrap,44.74,Tool Wear,False
QE-000248,PRD-RUN-000148,JOB-00037,PRD-002,MCH-012,OPR-013,2025-05-21,Dimensional Out-of-Spec,Major,Rework,78.83,Operator Error,True
QE-000249,PRD-RUN-000149,JOB-00037,PRD-002,MCH-016,OPR-006,2025-05-21,Surface Finish Defect,Major,Scrap,41.2,Process Drift,False
QE-000250,PRD-RUN-000150,JOB-00037,PRD-002,MCH-018,OPR-005,2025-05-21,Alignment Error,Major,Rework,37.28,Operator Error,True
QE-000251,PRD-RUN-000151,JOB-00038,PRD-007,MCH-003,OPR-012,2024-03-18,Dimensional Out-of-Spec,Minor,Rework,63.34,Process Drift,True
QE-000252,PRD-RUN-000152,JOB-00038,PRD-007,MCH-010,OPR-013,2024-03-18,Alignment Error,Minor,Rework,50.28,Machine Calibration,True
QE-000253,PRD-RUN-000153,JOB-00038,PRD-007,MCH-008,OPR-002,2024-03-18,Assembly Error,Minor,Scrap,37.36,Machine Calibration,False
QE-000254,PRD-RUN-000154,JOB-00038,PRD-007,MCH-011,OPR-006,2024-03-18,Surface Finish Defect,Minor,Scrap,53.52,Machine Calibration,True
QE-000255,PRD-RUN-000155,JOB-00038,PRD-007,MCH-017,OPR-004,2024-03-18,Surface Finish Defect,Minor,Rework,83.9,Process Drift,True
QE-000256,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Crack/Fracture,Major,Scrap,14.73,Material Variation,True
QE-000257,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Surface Finish Defect,Minor,Use As-Is,0.0,Operator Error,True
QE-000258,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Assembly Error,Major,Rework,74.57,Material Variation,False
QE-000259,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Crack/Fracture,Major,Rework,47.55,Tool Wear,False
QE-000260,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Contamination,Major,Rework,19.28,Material Variation,True
QE-000261,PRD-RUN-000160,JOB-00040,PRD-004,MCH-005,OPR-013,2025-10-03,Alignment Error,Major,Rework,25.17,Environmental,True
QE-000262,PRD-RUN-000161,JOB-00040,PRD-004,MCH-012,OPR-003,2025-10-04,Crack/Fracture,Minor,Use As-Is,0.0,Operator Error,True
QE-000263,PRD-RUN-000161,JOB-00040,PRD-004,MCH-012,OPR-003,2025-10-04,Assembly Error,Minor,Rework,90.21,Tool Wear,False
QE-000264,PRD-RUN-000161,JOB-00040,PRD-004,MCH-012,OPR-003,2025-10-04,Crack/Fracture,Minor,Rework,71.61,Environmental,True
QE-000265,PRD-RUN-000161,JOB-00040,PRD-004,MCH-012,OPR-003,2025-10-04,Dimensional Out-of-Spec,Minor,Scrap,27.38,Material Variation,False
QE-000266,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Assembly Error,Critical,Use As-Is,0.0,Process Drift,False
QE-000267,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Contamination,Major,Rework,86.57,Machine Calibration,False
QE-000268,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Tool Wear Damage,Minor,Rework,116.07,Machine Calibration,False
QE-000269,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Material Defect,Minor,Rework,44.94,Operator Error,True
QE-000270,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Crack/Fracture,Major,Rework,76.16,Tool Wear,False
QE-000271,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Dimensional Out-of-Spec,Minor,Rework,73.66,Process Drift,False
QE-000272,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Dimensional Out-of-Spec,Major,Rework,69.98,Process Drift,False
QE-000273,PRD-RUN-000162,JOB-00040,PRD-004,MCH-017,OPR-009,2025-10-05,Tool Wear Damage,Minor,Rework,109.23,Operator Error,True
QE-000274,PRD-RUN-000163,JOB-00041,PRD-007,MCH-001,OPR-002,2025-10-23,Crack/Fracture,Major,Rework,70.41,Material Variation,False
QE-000275,PRD-RUN-000164,JOB-00041,PRD-007,MCH-010,OPR-003,2025-10-23,Assembly Error,Major,Scrap,45.49,Process Drift,True
QE-000276,PRD-RUN-000165,JOB-00041,PRD-007,MCH-009,OPR-012,2025-10-23,Dimensional Out-of-Spec,Minor,Rework,88.71,Process Drift,False
QE-000277,PRD-RUN-000166,JOB-00041,PRD-007,MCH-011,OPR-006,2025-10-23,Alignment Error,Minor,Rework,42.81,Process Drift,True
QE-000278,PRD-RUN-000167,JOB-00041,PRD-007,MCH-018,OPR-004,2025-10-23,Alignment Error,Major,Scrap,39.0,Environmental,False
QE-000279,PRD-RUN-000168,JOB-00042,PRD-002,MCH-007,OPR-015,2024-05-20,Surface Finish Defect,Minor,Scrap,49.25,Operator Error,True
QE-000280,PRD-RUN-000169,JOB-00042,PRD-002,MCH-012,OPR-005,2024-05-20,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Operator Error,False
QE-000281,PRD-RUN-000170,JOB-00042,PRD-002,MCH-014,OPR-007,2024-05-20,Assembly Error,Minor,Rework,29.44,Machine Calibration,False
QE-000282,PRD-RUN-000171,JOB-00042,PRD-002,MCH-018,OPR-016,2024-05-20,Crack/Fracture,Minor,Use As-Is,0.0,Operator Error,False
QE-000283,PRD-RUN-000172,JOB-00043,PRD-001,MCH-004,OPR-010,2024-12-04,Assembly Error,Major,Scrap,38.57,Operator Error,True
QE-000284,PRD-RUN-000173,JOB-00043,PRD-001,MCH-008,OPR-007,2024-12-04,Assembly Error,Minor,Rework,61.01,Machine Calibration,False
QE-000285,PRD-RUN-000174,JOB-00043,PRD-001,MCH-011,OPR-014,2024-12-04,Contamination,Minor,Rework,105.95,Machine Calibration,False
QE-000286,PRD-RUN-000175,JOB-00043,PRD-001,MCH-017,OPR-003,2024-12-04,Tool Wear Damage,Minor,Rework,57.5,Tool Wear,False
QE-000287,PRD-RUN-000176,JOB-00044,PRD-007,MCH-001,OPR-004,2024-10-31,Material Defect,Minor,Rework,56.6,Tool Wear,False
QE-000288,PRD-RUN-000176,JOB-00044,PRD-007,MCH-001,OPR-004,2024-10-31,Alignment Error,Minor,Rework,60.03,Operator Error,False
QE-000289,PRD-RUN-000177,JOB-00044,PRD-007,MCH-008,OPR-002,2024-10-31,Tool Wear Damage,Minor,Rework,89.94,Material Variation,False
QE-000290,PRD-RUN-000177,JOB-00044,PRD-007,MCH-008,OPR-002,2024-10-31,Tool Wear Damage,Minor,Rework,31.29,Material Variation,True
QE-000291,PRD-RUN-000178,JOB-00044,PRD-007,MCH-008,OPR-001,2024-10-31,Surface Finish Defect,Minor,Rework,50.84,Environmental,False
QE-000292,PRD-RUN-000178,JOB-00044,PRD-007,MCH-008,OPR-001,2024-10-31,Surface Finish Defect,Major,Scrap,45.64,Tool Wear,False
QE-000293,PRD-RUN-000179,JOB-00044,PRD-007,MCH-012,OPR-014,2024-11-01,Tool Wear Damage,Minor,Rework,55.74,Machine Calibration,True
QE-000294,PRD-RUN-000179,JOB-00044,PRD-007,MCH-012,OPR-014,2024-11-01,Surface Finish Defect,Major,Scrap,68.82,Tool Wear,True
QE-000295,PRD-RUN-000180,JOB-00044,PRD-007,MCH-017,OPR-011,2024-11-01,Alignment Error,Minor,Rework,81.29,Material Variation,False
QE-000296,PRD-RUN-000180,JOB-00044,PRD-007,MCH-017,OPR-011,2024-11-01,Alignment Error,Major,Rework,67.84,Material Variation,True
QE-000297,PRD-RUN-000181,JOB-00045,PRD-001,MCH-002,OPR-016,2024-01-03,Assembly Error,Major,Scrap,25.4,Machine Calibration,False
QE-000298,PRD-RUN-000182,JOB-00045,PRD-001,MCH-008,OPR-007,2024-01-03,Assembly Error,Critical,Rework,75.51,Machine Calibration,False
QE-000299,PRD-RUN-000183,JOB-00045,PRD-001,MCH-012,OPR-012,2024-01-03,Dimensional Out-of-Spec,Minor,Rework,98.87,Operator Error,False
QE-000300,PRD-RUN-000184,JOB-00045,PRD-001,MCH-018,OPR-005,2024-01-03,Alignment Error,Major,Scrap,30.62,Material Variation,False
QE-000301,PRD-RUN-000185,JOB-00046,PRD-005,MCH-001,OPR-015,2025-10-13,Contamination,Major,Rework,109.8,Machine Calibration,True
QE-000302,PRD-RUN-000185,JOB-00046,PRD-005,MCH-001,OPR-015,2025-10-13,Surface Finish Defect,Minor,Scrap,37.17,Tool Wear,False
QE-000303,PRD-RUN-000185,JOB-00046,PRD-005,MCH-001,OPR-015,2025-10-13,Crack/Fracture,Major,Rework,31.85,Operator Error,True
QE-000304,PRD-RUN-000186,JOB-00046,PRD-005,MCH-009,OPR-013,2025-10-13,Crack/Fracture,Critical,Scrap,50.26,Material Variation,True
QE-000305,PRD-RUN-000186,JOB-00046,PRD-005,MCH-009,OPR-013,2025-10-13,Crack/Fracture,Major,Scrap,43.05,Environmental,True
QE-000306,PRD-RUN-000186,JOB-00046,PRD-005,MCH-009,OPR-013,2025-10-13,Alignment Error,Minor,Rework,69.26,Environmental,True
QE-000307,PRD-RUN-000187,JOB-00046,PRD-005,MCH-013,OPR-003,2025-10-14,Crack/Fracture,Critical,Scrap,52.96,Tool Wear,True
QE-000308,PRD-RUN-000187,JOB-00046,PRD-005,MCH-013,OPR-003,2025-10-14,Surface Finish Defect,Minor,Rework,101.6,Machine Calibration,False
QE-000309,PRD-RUN-000188,JOB-00046,PRD-005,MCH-017,OPR-010,2025-10-14,Assembly Error,Minor,Rework,119.24,Machine Calibration,False
QE-000310,PRD-RUN-000188,JOB-00046,PRD-005,MCH-017,OPR-010,2025-10-14,Dimensional Out-of-Spec,Major,Scrap,46.52,Operator Error,False
QE-000311,PRD-RUN-000188,JOB-00046,PRD-005,MCH-017,OPR-010,2025-10-14,Tool Wear Damage,Major,Scrap,43.44,Operator Error,False
QE-000312,PRD-RUN-000189,JOB-00047,PRD-007,MCH-001,OPR-004,2025-11-27,Contamination,Major,Rework,71.58,Operator Error,False
QE-000313,PRD-RUN-000190,JOB-00047,PRD-007,MCH-009,OPR-008,2025-11-27,Alignment Error,Critical,Scrap,48.82,Environmental,True
QE-000314,PRD-RUN-000190,JOB-00047,PRD-007,MCH-009,OPR-008,2025-11-27,Alignment Error,Minor,Rework,34.0,Material Variation,False
QE-000315,PRD-RUN-000191,JOB-00047,PRD-007,MCH-008,OPR-011,2025-11-28,Alignment Error,Major,Rework,101.64,Material Variation,True
QE-000316,PRD-RUN-000191,JOB-00047,PRD-007,MCH-008,OPR-011,2025-11-28,Crack/Fracture,Major,Use As-Is,0.0,Environmental,False
QE-000317,PRD-RUN-000191,JOB-00047,PRD-007,MCH-008,OPR-011,2025-11-28,Alignment Error,Major,Rework,15.7,Operator Error,True
QE-000318,PRD-RUN-000192,JOB-00047,PRD-007,MCH-011,OPR-008,2025-11-28,Surface Finish Defect,Critical,Scrap,67.96,Environmental,False
QE-000319,PRD-RUN-000192,JOB-00047,PRD-007,MCH-011,OPR-008,2025-11-28,Tool Wear Damage,Minor,Rework,42.56,Environmental,False
QE-000320,PRD-RUN-000193,JOB-00047,PRD-007,MCH-018,OPR-009,2025-11-29,Surface Finish Defect,Major,Rework,40.14,Machine Calibration,True
QE-000321,PRD-RUN-000193,JOB-00047,PRD-007,MCH-018,OPR-009,2025-11-29,Contamination,Major,Scrap,36.25,Material Variation,False
QE-000322,PRD-RUN-000193,JOB-00047,PRD-007,MCH-018,OPR-009,2025-11-29,Dimensional Out-of-Spec,Major,Scrap,48.96,Tool Wear,True
QE-000323,PRD-RUN-000194,JOB-00048,PRD-004,MCH-006,OPR-012,2024-03-22,Surface Finish Defect,Minor,Rework,24.32,Operator Error,False
QE-000324,PRD-RUN-000194,JOB-00048,PRD-004,MCH-006,OPR-012,2024-03-22,Contamination,Major,Rework,34.38,Tool Wear,True
QE-000325,PRD-RUN-000195,JOB-00048,PRD-004,MCH-011,OPR-006,2024-03-22,Tool Wear Damage,Minor,Rework,87.27,Process Drift,False
QE-000326,PRD-RUN-000195,JOB-00048,PRD-004,MCH-011,OPR-006,2024-03-22,Tool Wear Damage,Minor,Use As-Is,0.0,Operator Error,True
QE-000327,PRD-RUN-000196,JOB-00048,PRD-004,MCH-018,OPR-003,2024-03-22,Material Defect,Minor,Rework,58.61,Process Drift,True
QE-000328,PRD-RUN-000197,JOB-00049,PRD-006,MCH-007,OPR-008,2025-11-13,Crack/Fracture,Major,Rework,16.15,Environmental,False
QE-000329,PRD-RUN-000198,JOB-00049,PRD-006,MCH-010,OPR-010,2025-11-13,Surface Finish Defect,Major,Scrap,11.85,Environmental,True
QE-000330,PRD-RUN-000199,JOB-00049,PRD-006,MCH-012,OPR-002,2025-11-13,Alignment Error,Minor,Rework,15.64,Machine Calibration,False
QE-000331,PRD-RUN-000200,JOB-00049,PRD-006,MCH-017,OPR-016,2025-11-13,Crack/Fracture,Major,Use As-Is,0.0,Tool Wear,True
QE-000332,PRD-RUN-000201,JOB-00050,PRD-001,MCH-003,OPR-001,2024-04-24,Surface Finish Defect,Minor,Rework,111.09,Process Drift,False
QE-000333,PRD-RUN-000201,JOB-00050,PRD-001,MCH-003,OPR-001,2024-04-24,Tool Wear Damage,Critical,Scrap,41.86,Tool Wear,True
QE-000334,PRD-RUN-000202,JOB-00050,PRD-001,MCH-008,OPR-011,2024-04-24,Surface Finish Defect,Minor,Rework,52.09,Machine Calibration,True
QE-000335,PRD-RUN-000202,JOB-00050,PRD-001,MCH-008,OPR-011,2024-04-24,Tool Wear Damage,Minor,Use As-Is,0.0,Material Variation,False
QE-000336,PRD-RUN-000203,JOB-00050,PRD-001,MCH-012,OPR-009,2024-04-24,Surface Finish Defect,Major,Rework,40.25,Process Drift,True
QE-000337,PRD-RUN-000203,JOB-00050,PRD-001,MCH-012,OPR-009,2024-04-24,Alignment Error,Minor,Rework,26.23,Material Variation,True
QE-000338,PRD-RUN-000204,JOB-00050,PRD-001,MCH-017,OPR-011,2024-04-25,Crack/Fracture,Major,Rework,89.04,Operator Error,False
QE-000339,PRD-RUN-000204,JOB-00050,PRD-001,MCH-017,OPR-011,2024-04-25,Crack/Fracture,Critical,Scrap,25.21,Environmental,False
QE-000340,PRD-RUN-000205,JOB-00051,PRD-002,MCH-005,OPR-005,2024-12-02,Crack/Fracture,Critical,Scrap,51.76,Machine Calibration,True
QE-000341,PRD-RUN-000205,JOB-00051,PRD-002,MCH-005,OPR-005,2024-12-02,Surface Finish Defect,Minor,Rework,42.13,Environmental,True
QE-000342,PRD-RUN-000206,JOB-00051,PRD-002,MCH-011,OPR-011,2024-12-02,Surface Finish Defect,Minor,Rework,91.58,Operator Error,True
QE-000343,PRD-RUN-000206,JOB-00051,PRD-002,MCH-011,OPR-011,2024-12-02,Dimensional Out-of-Spec,Major,Scrap,43.19,Process Drift,True
QE-000344,PRD-RUN-000207,JOB-00051,PRD-002,MCH-013,OPR-008,2024-12-02,Dimensional Out-of-Spec,Major,Rework,29.37,Process Drift,False
QE-000345,PRD-RUN-000208,JOB-00051,PRD-002,MCH-018,OPR-003,2024-12-03,Dimensional Out-of-Spec,Major,Rework,44.12,Operator Error,False
QE-000346,PRD-RUN-000209,JOB-00052,PRD-002,MCH-007,OPR-002,2024-12-18,Assembly Error,Minor,Rework,87.46,Process Drift,True
QE-000347,PRD-RUN-000209,JOB-00052,PRD-002,MCH-007,OPR-002,2024-12-18,Alignment Error,Major,Scrap,52.24,Machine Calibration,True
QE-000348,PRD-RUN-000210,JOB-00052,PRD-002,MCH-012,OPR-003,2024-12-18,Material Defect,Minor,Rework,77.71,Tool Wear,True
QE-000349,PRD-RUN-000211,JOB-00052,PRD-002,MCH-016,OPR-003,2024-12-18,Crack/Fracture,Major,Rework,48.94,Tool Wear,True
QE-000350,PRD-RUN-000212,JOB-00052,PRD-002,MCH-018,OPR-005,2024-12-19,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,True
QE-000351,PRD-RUN-000212,JOB-00052,PRD-002,MCH-018,OPR-005,2024-12-19,Contamination,Minor,Rework,81.7,Environmental,False
QE-000352,PRD-RUN-000217,JOB-00054,PRD-004,MCH-006,OPR-010,2025-03-25,Assembly Error,Major,Use As-Is,0.0,Operator Error,True
